Start	End	ConsistencyIndex	Counts	MinimumNumberChangesOnTree
27419	27420	0.3333333333333333	346:41	3
27425	27426	0.25	342:45	4
27489	27490	0.3333333333333333	195:192	3
27503	27504	0.5	348:39	2
27542	27543	0.3333333333333333	350:37	3
27584	27585	0.25	339:48	4
27614	27615	0.3333333333333333	376:11	3
27629	27630	0.3333333333333333	376:11	3
27645	27646	0.3333333333333333	376:11	3
27665	27666	0.3333333333333333	376:11	3
27692	27693	0.25	373:14	4
27695	27696	0.125	192:195	8
27746	27747	0.1	244:143	10
27759	27760	0.1111111111111111	279:108	9
27761	27762	0.5	372:15	2
27776	27777	0.3333333333333333	340:47	3
27782	27783	0.2	180:207	5
27854	27855	0.3333333333333333	350:37	3
27857	27858	0.5	360:27	2
27891	27892	0.125	216:171	8
27914	27915	0.14285714285714285	270:117	7
27941	27942	0.2	338:49	5
27942	27943	0.14285714285714285	248:139	7
27974	27975	0.16666666666666666	165:222	6
27986	27987	0.25	345:42	4
28002	28003	0.3333333333333333	161:226	3
28013	28014	0.16666666666666666	182:205	6
28019	28020	0.1	244:143	10
28025	28026	0.16666666666666666	295:92	6
28031	28032	0.16666666666666666	295:92	6
28041	28042	0.16666666666666666	193:194	6
28064	28065	0.5	384:3	2
28112	28113	0.25	348:39	4
28118	28119	0.5	373:14	2
28139	28140	0.25	196:191	4
28145	28146	0.16666666666666666	228:159	6
28146	28147	0.3333333333333333	355:32	3
28157	28158	0.5	381:6	2
28178	28179	0.5	384:3	2
28193	28194	0.3333333333333333	351:36	3
28217	28218	0.3333333333333333	343:44	3
28268	28269	0.3333333333333333	377:10	3
28271	28272	0.16666666666666666	221:166	6
28313	28314	0.5	160:227	2
28361	28362	0.25	360:27	4
28364	28365	0.2	287:100	5
28373	28374	0.3333333333333333	351:36	3
28391	28392	0.3333333333333333	164:223	3
28403	28404	0.25	162:225	4
28413	28414	0.3333333333333333	358:29	3
28421	28422	0.09090909090909091	253:134	11
28424	28425	0.25	358:29	4
28433	28434	0.3333333333333333	344:43	3
28442	28443	0.14285714285714285	239:148	7
28454	28455	0.14285714285714285	237:150	7
28463	28464	0.14285714285714285	269:118	7
28466	28467	0.5	350:37	2
28469	28470	0.14285714285714285	269:118	7
28472	28473	0.3333333333333333	367:20	3
28487	28488	0.5	350:37	2
28496	28497	0.14285714285714285	286:101	7
28499	28500	0.5	380:7	2
28505	28506	0.5	350:37	2
28511	28512	0.5	350:37	2
28515	28516	0.3333333333333333	378:9	3
28523	28524	0.5	375:12	2
28524	28525	0.5	350:37	2
28538	28539	0.1111111111111111	288:99	9
28544	28545	0.25	194:193	4
28550	28551	0.5	350:37	2
28553	28554	0.14285714285714285	232:155	7
28565	28566	0.5	350:37	2
28574	28575	0.5	350:37	2
28595	28596	0.3333333333333333	367:20	3
28610	28611	0.3333333333333333	326:61	3
28626	28627	0.3333333333333333	326:61	3
28643	28644	0.3333333333333333	326:61	3
28646	28647	0.125	248:139	8
28651	28652	0.5	349:38	2
28655	28656	0.16666666666666666	307:80	6
28670	28671	0.3333333333333333	326:61	3
28686	28687	0.3333333333333333	326:61	3
28691	28692	0.3333333333333333	326:61	3
28700	28701	0.3333333333333333	326:61	3
28703	28704	0.125	285:102	8
28706	28707	0.3333333333333333	326:61	3
28742	28743	0.5	160:227	2
28749	28750	0.125	302:85	8
28787	28788	0.5	356:31	2
28790	28791	0.3333333333333333	368:19	3
28799	28800	0.3333333333333333	378:9	3
28805	28806	0.3333333333333333	378:9	3
28817	28818	0.2	294:93	5
28823	28824	0.25	328:59	4
28898	28899	0.14285714285714285	299:88	7
28907	28908	0.14285714285714285	299:88	7
28919	28920	0.1	232:155	10
28922	28923	0.5	383:4	2
28982	28983	0.2	194:193	5
29003	29004	0.5	160:227	2
29020	29021	0.5	160:227	2
29063	29064	0.25	328:59	4
29091	29092	0.16666666666666666	317:70	6
29099	29100	0.5	360:27	2
29112	29113	0.14285714285714285	258:129	7
29115	29116	0.25	328:59	4
29125	29126	0.3333333333333333	331:56	3
29129	29130	0.3333333333333333	356:31	3
29130	29131	0.125	271:116	8
29134	29135	0.3333333333333333	352:35	3
29137	29138	0.3333333333333333	377:10	3
29140	29141	0.14285714285714285	313:74	7
29141	29142	0.2	354:33	5
29145	29146	0.14285714285714285	313:74	7
29146	29147	0.5	380:7	2
29164	29165	0.25	208:179	4
29173	29174	0.3333333333333333	330:57	3
29178	29179	0.5	353:34	2
29182	29183	0.16666666666666666	312:75	6
29188	29189	0.5	372:15	2
29191	29192	0.1111111111111111	294:93	9
29200	29201	0.16666666666666666	325:62	6
29247	29248	0.16666666666666666	231:156	6
29280	29281	0.2	233:154	5
29288	29289	0.2	233:154	5
29313	29314	0.5	160:227	2
29407	29408	0.5	382:5	2
29409	29410	0.5	349:38	2
29416	29417	0.14285714285714285	282:105	7
29417	29418	0.5	382:5	2
29422	29423	0.2	267:120	5
29537	29538	0.5	360:27	2
29633	29634	0.5	364:23	2
29693	29694	0.5	364:23	2
29759	29760	0.16666666666666666	203:184	6
29795	29796	0.5	376:11	2
29810	29811	0.1111111111111111	260:127	9
29819	29820	0.5	350:37	2
29864	29865	0.3333333333333333	371:16	3
29873	29874	0.5	368:19	2
29876	29877	0.5	333:54	2
29885	29886	0.5	362:25	2
29912	29913	0.3333333333333333	380:7	3
29933	29934	0.25	179:208	4
30002	30003	0.5	371:16	2
30011	30012	0.3333333333333333	348:39	3
30035	30036	0.5	364:23	2
30041	30042	0.3333333333333333	348:39	3
30047	30048	0.5	364:23	2
30050	30051	0.5	346:41	2
30062	30063	0.5	364:23	2
30081	30082	0.14285714285714285	271:116	7
30086	30087	0.5	363:24	2
30101	30102	0.25	325:62	4
30107	30108	0.14285714285714285	277:110	7
30137	30138	0.125	258:129	8
30238	30239	0.2	336:51	5
30241	30242	0.25	340:47	4
30244	30245	0.125	248:139	8
30254	30255	0.16666666666666666	287:100	6
30255	30256	0.5	382:5	2
30258	30259	0.16666666666666666	328:59	6
30267	30268	0.2	202:185	5
30278	30279	0.5	385:2	2
30283	30284	0.25	370:17	4
30284	30285	0.25	175:212	4
30293	30294	0.5	369:18	2
30296	30297	0.25	326:61	4
30302	30303	0.5	376:11	2
30304	30305	0.3333333333333333	366:21	3
30318	30319	0.5	364:23	2
30320	30321	0.25	336:51	4
30321	30322	0.14285714285714285	326:61	7
30322	30323	0.25	328:59	4
30325	30326	0.3333333333333333	366:21	3
30334	30335	0.3333333333333333	338:49	3
30341	30342	0.16666666666666666	166:221	6
30396	30397	0.25	352:35	4
30509	30510	0.1111111111111111	221:166	9
30525	30526	0.1111111111111111	307:80	9
30533	30534	0.3333333333333333	197:190	3
30546	30547	0.2	209:178	5
30558	30559	0.3333333333333333	327:60	3
30567	30568	0.3333333333333333	365:22	3
30575	30576	0.5	370:17	2
30586	30587	0.5	372:15	2
30591	30592	0.5	370:17	2
30592	30593	0.5	372:15	2
30602	30603	0.5	333:54	2
30607	30608	0.3333333333333333	371:16	3
30613	30614	0.125	317:70	8
30615	30616	0.5	372:15	2
30621	30622	0.25	367:20	4
30630	30631	0.25	351:36	4
30639	30640	0.16666666666666666	258:129	6
30641	30642	0.5	354:33	2
30661	30662	0.3333333333333333	365:22	3
30678	30679	0.16666666666666666	298:89	6
30696	30697	0.14285714285714285	325:62	7
30698	30699	0.3333333333333333	361:26	3
30704	30705	0.3333333333333333	355:32	3
30705	30706	0.1111111111111111	304:83	9
30716	30717	0.3333333333333333	379:8	3
30722	30723	0.5	367:20	2
30724	30725	0.3333333333333333	334:53	3
30739	30740	0.5	364:23	2
30746	30747	0.5	366:21	2
30758	30759	0.14285714285714285	290:97	7
30765	30766	0.5	379:8	2
30771	30772	0.2	344:43	5
30773	30774	0.16666666666666666	295:92	6
30777	30778	0.1111111111111111	291:96	9
30784	30785	0.16666666666666666	309:78	6
30807	30808	0.3333333333333333	365:22	3
30815	30816	0.14285714285714285	190:197	7
30825	30826	0.5	360:27	2
30830	30831	0.25	329:58	4
30844	30845	0.14285714285714285	339:48	7
30877	30878	0.25	180:207	4
30884	30885	0.125	251:136	8
30897	30898	0.3333333333333333	377:10	3
30963	30964	0.3333333333333333	348:39	3
30985	30986	0.25	340:47	4
31032	31033	0.2	305:82	5
31047	31048	0.5	372:15	2
31056	31057	0.5	363:24	2
31062	31063	0.3333333333333333	377:10	3
31086	31087	0.16666666666666666	223:164	6
31098	31099	0.5	382:5	2
31119	31120	0.25	312:75	4
31128	31129	0.25	307:80	4
31149	31150	0.1111111111111111	255:132	9
31161	31162	0.3333333333333333	366:21	3
31189	31190	0.2	233:154	5
31194	31195	0.3333333333333333	363:24	3
31206	31207	0.3333333333333333	325:62	3
31212	31213	0.5	379:8	2
31215	31216	0.16666666666666666	271:116	6
31224	31225	0.16666666666666666	221:166	6
31230	31231	0.2	189:198	5
31233	31234	0.25	358:29	4
31239	31240	0.3333333333333333	347:40	3
31248	31249	0.5	349:38	2
31257	31258	0.5	382:5	2
31261	31262	0.3333333333333333	137:250	3
31278	31279	0.5	349:38	2
31311	31312	0.5	160:227	2
31317	31318	0.5	349:38	2
31329	31330	0.5	349:38	2
31365	31366	0.25	309:78	4
31413	31414	0.16666666666666666	206:181	6
31422	31423	0.16666666666666666	240:147	6
31431	31432	0.2	361:26	5
31437	31438	0.3333333333333333	367:20	3
31455	31456	0.2	243:144	5
31487	31488	0.3333333333333333	368:19	3
31503	31504	0.3333333333333333	367:20	3
31512	31513	0.2	323:64	5
31533	31534	0.3333333333333333	347:40	3
31572	31573	0.3333333333333333	348:39	3
31609	31610	0.25	314:73	4
31623	31624	0.2	325:62	5
31634	31635	0.3333333333333333	365:22	3
31641	31642	0.2	241:146	5
31650	31651	0.14285714285714285	281:106	7
31653	31654	0.16666666666666666	271:116	6
31665	31666	0.25	363:24	4
31686	31687	0.14285714285714285	336:51	7
31749	31750	0.5	331:56	2
31758	31759	0.5	331:56	2
31770	31771	0.5	331:56	2
31776	31777	0.2	277:110	5
31779	31780	0.5	382:5	2
31857	31858	0.1	287:100	10
31920	31921	0.25	331:56	4
31932	31933	0.5	337:50	2
31941	31942	0.5	382:5	2
31962	31963	0.25	166:221	4
32025	32026	0.16666666666666666	286:101	6
32031	32032	0.2	191:196	5
32046	32047	0.125	263:124	8
32059	32060	0.5	369:18	2
32064	32065	0.25	345:42	4
32067	32068	0.14285714285714285	289:98	7
32074	32075	0.25	375:12	4
32079	32080	0.16666666666666666	275:112	6
32094	32095	0.2	326:61	5
32101	32102	0.25	324:63	4
32121	32122	0.14285714285714285	264:123	7
32139	32140	0.16666666666666666	333:54	6
32148	32149	0.25	310:77	4
32166	32167	0.125	290:97	8
32207	32208	0.5	354:33	2
32232	32233	0.16666666666666666	306:81	6
32265	32266	0.2	321:66	5
32286	32287	0.3333333333333333	360:27	3
32289	32290	0.2	347:40	5
32350	32351	0.5	349:38	2
32366	32367	0.5	354:33	2
32402	32403	0.5	354:33	2
32405	32406	0.5	379:8	2
32434	32435	0.25	181:206	4
32449	32450	0.3333333333333333	354:33	3
32464	32465	0.14285714285714285	230:157	7
32477	32478	0.25	358:29	4
32479	32480	0.25	319:68	4
32484	32485	0.5	354:33	2
32494	32495	0.2	191:196	5
32506	32507	0.5	362:25	2
32513	32514	0.3333333333333333	373:14	3
32514	32515	0.2	351:36	5
32515	32516	0.3333333333333333	281:106	3
32529	32530	0.2	228:159	5
32535	32536	0.125	220:167	8
32537	32538	0.5	362:25	2
32539	32540	0.5	379:8	2
32540	32541	0.5	379:8	2
32542	32543	0.5	382:5	2
32554	32555	0.5	369:18	2
32562	32563	0.14285714285714285	251:136	7
32567	32568	0.14285714285714285	285:102	7
32579	32580	0.25	322:65	4
32581	32582	0.5	351:36	2
32584	32585	0.16666666666666666	289:98	6
32589	32590	0.14285714285714285	247:140	7
32596	32597	0.25	324:63	4
32599	32600	0.5	379:8	2
32610	32611	0.125	296:91	8
32616	32617	0.3333333333333333	177:210	3
32622	32623	0.5	349:38	2
32629	32630	0.5	351:36	2
32630	32631	0.5	349:38	2
32633	32634	0.2	329:58	5
32634	32635	0.5	362:25	2
32642	32643	0.16666666666666666	299:88	6
32644	32645	0.5	351:36	2
32656	32657	0.2	185:202	5
32667	32668	0.5	160:227	2
32687	32688	0.3333333333333333	363:24	3
32689	32690	0.125	261:126	8
32697	32698	0.5	349:38	2
32708	32709	0.5	362:25	2
32715	32716	0.5	352:35	2
32725	32726	0.5	362:25	2
32728	32729	0.16666666666666666	341:46	6
32731	32732	0.5	362:25	2
32745	32746	0.16666666666666666	205:182	6
32772	32773	0.5	349:38	2
32783	32784	0.5	382:5	2
32789	32790	0.25	351:36	4
32811	32812	0.2	172:215	5
32827	32828	0.2	376:11	5
32835	32836	0.2	365:22	5
32838	32839	0.09090909090909091	221:166	11
32847	32848	0.16666666666666666	350:37	6
32852	32853	0.5	349:38	2
32854	32855	0.3333333333333333	329:58	3
32863	32864	0.5	349:38	2
32878	32879	0.3333333333333333	357:30	3
32880	32881	0.25	352:35	4
32905	32906	0.2	315:72	5
32971	32972	0.5	383:4	2
32998	32999	0.1	266:121	10
33009	33010	0.1111111111111111	312:75	9
33014	33015	0.25	314:73	4
33015	33016	0.16666666666666666	350:37	6
33022	33023	0.1	238:149	10
33026	33027	0.25	346:41	4
33031	33032	0.125	270:117	8
33048	33049	0.3333333333333333	349:38	3
33052	33053	0.25	198:189	4
33074	33075	0.3333333333333333	381:6	3
33111	33112	0.5	369:18	2
33187	33188	0.16666666666666666	328:59	6
33257	33258	0.3333333333333333	359:28	3
33286	33287	0.5	362:25	2
33298	33299	0.14285714285714285	302:85	7
33322	33323	0.5	380:7	2
33343	33344	0.2	312:75	5
33355	33356	0.1111111111111111	252:135	9
33409	33410	0.5	381:6	2
33415	33416	0.2	342:45	5
33421	33422	0.3333333333333333	356:31	3
33439	33440	0.25	343:44	4
33454	33455	0.5	362:25	2
33460	33461	0.5	379:8	2
33478	33479	0.3333333333333333	376:11	3
33481	33482	0.3333333333333333	357:30	3
33487	33488	0.3333333333333333	359:28	3
33502	33503	0.25	327:60	4
33511	33512	0.5	368:19	2
33538	33539	0.14285714285714285	343:44	7
33562	33563	0.5	379:8	2
33571	33572	0.125	253:134	8
33580	33581	0.08333333333333333	254:133	12
33586	33587	0.125	347:40	8
33601	33602	0.07142857142857142	334:53	14
113322	113323	0.5	368:19	2
113355	113356	0.5	357:30	2
113379	113380	0.16666666666666666	184:203	6
113454	113455	0.16666666666666666	296:91	6
113469	113470	0.3333333333333333	162:225	3
113477	113478	0.1111111111111111	250:137	9
113510	113511	0.25	164:223	4
113520	113521	0.16666666666666666	338:49	6
113550	113551	0.1	286:101	10
113604	113605	0.3333333333333333	377:10	3
113670	113671	0.3333333333333333	367:20	3
113683	113684	0.5	355:32	2
113709	113710	0.5	381:6	2
113751	113752	0.5	382:5	2
113760	113761	0.2	197:190	5
113766	113767	0.14285714285714285	296:91	7
113775	113776	0.3333333333333333	366:21	3
113781	113782	0.2	197:190	5
113820	113821	0.3333333333333333	162:225	3
113850	113851	0.16666666666666666	216:171	6
113865	113866	0.16666666666666666	312:75	6
113886	113887	0.16666666666666666	312:75	6
113889	113890	0.2	335:52	5
113922	113923	0.5	381:6	2
113964	113965	0.1111111111111111	255:132	9
113990	113991	0.1	271:116	10
114036	114037	0.14285714285714285	177:210	7
114047	114048	0.3333333333333333	135:252	3
114063	114064	0.1111111111111111	305:82	9
114081	114082	0.16666666666666666	318:69	6
114084	114085	0.5	370:17	2
114108	114109	0.25	357:30	4
114117	114118	0.2	243:144	5
114183	114184	0.5	368:19	2
114210	114211	0.5	380:7	2
114255	114256	0.125	209:178	8
114328	114329	0.14285714285714285	251:136	7
114350	114351	0.25	344:43	4
114351	114352	0.09090909090909091	296:91	11
114356	114357	0.25	344:43	4
114368	114369	0.5	376:11	2
114383	114384	0.1111111111111111	220:167	9
114398	114399	0.09090909090909091	256:131	11
114408	114409	0.5	371:16	2
114420	114421	0.25	341:46	4
114423	114424	0.09090909090909091	258:129	11
114427	114428	0.3333333333333333	352:35	3
114440	114441	0.08333333333333333	308:79	12
114442	114443	0.08333333333333333	292:95	12
114478	114479	0.04	236:151	25
114480	114481	0.16666666666666666	359:28	6
114501	114502	0.125	343:44	8
114507	114508	0.037037037037037035	251:136	27
114682	114683	0.038461538461538464	210:177	26
114732	114733	0.16666666666666666	330:57	6
114750	114751	0.3333333333333333	382:5	3
114758	114759	0.5	381:6	2
114761	114762	0.5	355:32	2
114763	114764	0.125	238:149	8
114765	114766	0.2	367:20	5
114772	114773	0.125	291:96	8
114774	114775	0.2	367:20	5
114780	114781	0.16666666666666666	168:219	6
114787	114788	0.25	366:21	4
114797	114798	0.3333333333333333	375:12	3
114801	114802	0.5	381:6	2
114825	114826	0.1111111111111111	335:52	9
114829	114830	0.08333333333333333	248:139	12
114831	114832	0.1111111111111111	319:68	9
114838	114839	0.1111111111111111	319:68	9
114841	114842	0.08333333333333333	248:139	12
114849	114850	0.16666666666666666	337:50	6
114864	114865	0.5	375:12	2
114873	114874	0.08333333333333333	232:155	12
114876	114877	0.16666666666666666	346:41	6
114882	114883	0.07142857142857142	234:153	14
114910	114911	0.1	207:180	10
114922	114923	0.25	312:75	4
114924	114925	0.1111111111111111	294:93	9
114927	114928	0.5	383:4	2
114963	114964	0.125	316:71	8
114980	114981	0.5	345:42	2
114981	114982	0.07692307692307693	297:90	13
114993	114994	0.07142857142857142	205:182	14
115003	115004	0.09090909090909091	185:202	11
115009	115010	0.5	373:14	2
115011	115012	0.07692307692307693	236:151	13
115015	115016	0.5	382:5	2
115017	115018	0.08333333333333333	272:115	12
115020	115021	0.25	357:30	4
115023	115024	0.07692307692307693	235:152	13
115029	115030	0.1111111111111111	318:69	9
115041	115042	0.3333333333333333	383:4	3
115049	115050	0.16666666666666666	349:38	6
115051	115052	0.3333333333333333	383:4	3
115053	115054	0.3333333333333333	366:21	3
115054	115055	0.1111111111111111	308:79	9
115057	115058	0.1	350:37	10
115058	115059	0.058823529411764705	332:55	17
115246	115247	0.09090909090909091	349:38	11
115259	115260	0.25	357:30	4
115266	115267	0.0625	311:76	16
115277	115278	0.16666666666666666	350:37	6
115288	115289	0.1111111111111111	346:41	9
115293	115294	0.07692307692307693	315:72	13
115312	115313	0.3333333333333333	356:31	3
115338	115339	0.09090909090909091	308:79	11
115343	115344	0.2	329:58	5
115360	115361	0.3333333333333333	379:8	3
115384	115385	0.16666666666666666	250:137	6
115412	115413	0.5	385:2	2
115431	115432	0.25	288:99	4
115437	115438	0.25	367:20	4
115443	115444	0.2	289:98	5
115447	115448	0.1111111111111111	314:73	9
115452	115453	0.5	371:16	2
115464	115465	0.5	375:12	2
115486	115487	0.3333333333333333	346:41	3
115515	115516	0.07142857142857142	321:66	14
115553	115554	0.16666666666666666	191:196	6
115565	115566	0.16666666666666666	191:196	6
115620	115621	0.25	213:174	4
115626	115627	0.5	382:5	2
115629	115630	0.16666666666666666	255:132	6
115635	115636	0.16666666666666666	255:132	6
115644	115645	0.16666666666666666	208:179	6
115682	115683	0.14285714285714285	192:195	7
115709	115710	0.16666666666666666	191:196	6
115731	115732	0.5	382:5	2
115833	115834	0.125	300:87	8
115846	115847	0.5	382:5	2
115885	115886	0.14285714285714285	179:208	7
115916	115917	0.14285714285714285	314:73	7
115932	115933	0.14285714285714285	177:210	7
119400	119401	0.5	384:3	2
119417	119418	0.08333333333333333	185:202	12
119432	119433	0.1	293:94	10
119445	119446	0.5	367:20	2
119490	119491	0.14285714285714285	321:66	7
119498	119499	0.25	348:39	4
119524	119525	0.3333333333333333	162:225	3
119561	119562	0.5	380:7	2
119603	119604	0.5	375:12	2
119611	119612	0.2	333:54	5
119635	119636	0.25	348:39	4
119648	119649	0.2	198:189	5
119662	119663	0.14285714285714285	334:53	7
119676	119677	0.2	182:205	5
119688	119689	0.25	356:31	4
119753	119754	0.5	352:35	2
119778	119779	0.5	379:8	2
119791	119792	0.25	257:130	4
119813	119814	0.25	365:22	4
119836	119837	0.5	371:16	2
119857	119858	0.5	372:15	2
119866	119867	0.5	374:13	2
119885	119886	0.5	379:8	2
119907	119908	0.16666666666666666	291:96	6
119912	119913	0.16666666666666666	375:12	6
120113	120114	0.14285714285714285	356:31	7
120167	120168	0.2	235:152	5
120174	120175	0.125	304:83	8
120195	120196	0.5	160:227	2
120217	120218	0.2	336:51	5
120244	120245	0.2	295:92	5
120271	120272	0.1111111111111111	266:121	9
120292	120293	0.3333333333333333	359:28	3
120306	120307	0.16666666666666666	281:106	6
120310	120311	0.2	267:120	5
120322	120323	0.125	313:74	8
120342	120343	0.3333333333333333	346:41	3
120343	120344	0.5	371:16	2
120358	120359	0.125	255:132	8
120370	120371	0.125	272:115	8
120397	120398	0.2	314:73	5
120424	120425	0.3333333333333333	367:20	3
120427	120428	0.3333333333333333	374:13	3
120446	120447	0.2	268:119	5
120458	120459	0.14285714285714285	234:153	7
120463	120464	0.16666666666666666	284:103	6
120470	120471	0.125	236:151	8
120490	120491	0.5	160:227	2
120499	120500	0.5	160:227	2
120525	120526	0.5	384:3	2
120577	120578	0.2	256:131	5
120616	120617	0.3333333333333333	377:10	3
120640	120641	0.2	198:189	5
120646	120647	0.5	160:227	2
120661	120662	0.16666666666666666	201:186	6
120697	120698	0.1111111111111111	215:172	9
120703	120704	0.5	344:43	2
120712	120713	0.25	244:143	4
120733	120734	0.5	383:4	2
120736	120737	0.14285714285714285	240:147	7
120754	120755	0.14285714285714285	202:185	7
120789	120790	0.3333333333333333	377:10	3
120794	120795	0.5	382:5	2
120800	120801	0.14285714285714285	218:169	7
120802	120803	0.3333333333333333	377:10	3
120826	120827	0.25	366:21	4
120835	120836	0.3333333333333333	369:18	3
120841	120842	0.25	366:21	4
120871	120872	0.25	188:199	4
120876	120877	0.5	371:16	2
120877	120878	0.3333333333333333	370:17	3
120896	120897	0.5	373:14	2
120913	120914	0.5	160:227	2
120919	120920	0.3333333333333333	364:23	3
120931	120932	0.3333333333333333	346:41	3
120934	120935	0.5	367:20	2
120961	120962	0.25	358:29	4
120999	121000	0.16666666666666666	297:90	6
121018	121019	0.16666666666666666	319:68	6
121045	121046	0.2	173:214	5
121078	121079	0.1111111111111111	276:111	9
121130	121131	0.5	383:4	2
121276	121277	0.5	354:33	2
121291	121292	0.037037037037037035	270:117	27
121302	121303	0.125	361:26	8
121347	121348	0.5	382:5	2
121353	121354	0.5	371:16	2
121369	121370	0.5	371:16	2
121383	121384	0.5	371:16	2
121421	121422	0.2	380:7	5
121759	121760	0.3333333333333333	372:15	3
121958	121959	0.5	385:2	2
121961	121962	0.5	380:7	2
122053	122054	0.5	380:7	2
122094	122095	0.05	307:80	20
122102	122103	0.5	368:19	2
122108	122109	0.5	372:15	2
122115	122116	0.09090909090909091	264:123	11
122131	122132	0.09090909090909091	309:78	11
122222	122223	0.16666666666666666	277:110	6
122225	122226	0.5	376:11	2
122230	122231	0.16666666666666666	254:133	6
122250	122251	0.25	357:30	4
122285	122286	0.2	328:59	5
122288	122289	0.14285714285714285	249:138	7
122301	122302	0.3333333333333333	367:20	3
